22000023065,90
22000025429,90
22000032536,90
22000004907,90
22000010456,90
22000010462,90
22000016588,90
22000017293,90
22000021661,85
22000021662,85
22000021665,85
22000028106,85
22000028764,85
22000010942,85
22000010960,85
22000011000,85
22000013772,85
22000014812,85
22000016527,85
22000011000,85
22000018685,88
22000018733,88
22000018749,88
22000018750,88
22000018755,88
22000018786,88
22000018794,88
22000018807,88
22000018811,88
22000026339,88
22000030236,88
22000000345,91
22000000346,91
22000004796,91
22000016528,91
22000021016,91
22000007131,92
22000007203,92
22000014855,92
22000015661,92
22000017298,92
22000017310,92
22000020348,92
22000020350,92
22000020351,92
22000022484,92
22000022485,92
22000025206,92
22000025269,92
22000025180,93
22000026944,93
22000027008,93
22000027975,93
22000027976,93
22000029054,93
22000029055,93
22000029056,93
22000029057,93
22000029058,93
22000029059,93
22000029060,93
22000029061,93
22000029062,93
22000000477,93
22000007328,93
22000010356,93
22000014142,93
22000017301,93
22000020990,93
22000026077,93
22000026242,93
22000033636,93
22000025397,93
22000025484,93
22000030358,93
22000033253,93
22000019106,94
22000019109,94
22000019111,94
22000019115,94
22000019120,94
22000019123,94
22000019124,94
22000019125,94
22000019127,94
22000019128,94
22000019129,94
22000019131,94
22000019132,94
22000019134,94
22000019135,94
22000019136,94
22000019137,94
22000019143,94
22000019144,94
22000019145,94
22000019146,94
22000019148,94
22000019149,94
22000019150,94
22000019151,94
22000019152,94
22000019153,94
22000019154,94
22000021558,94
22000021559,94
22000021560,94
22000021562,94
22000021563,94
22000021568,94
22000021571,94
22000021572,94
22000021573,94
22000023066,94
22000024347,94
22000024348,94
22000024349,94
22000033887,94
22000000419,94
22000000420,94
